"","price","prob"
"1",9.99,0.1
"2",13.99,0.134375
"3",17.99,0.192857142857143
"4",21.99,0.2390625
"5",25.99,0.298214285714286
"6",29.99,0.25625
"7",33.99,0.346428571428571
"8",37.99,0.346875
"9",41.99,0.494642857142857
"10",45.99,0.4140625
"11",49.99,0.491071428571429
"12",53.99,0.496875
"13",57.99,0.510714285714286
"14",61.99,0.5671875
"15",65.99,0.630357142857143
"16",69.99,0.525
"17",73.99,0.660714285714286
"18",77.99,0.58125
"19",81.99,0.692857142857143
"20",85.99,0.60625
