utterance,meaning,valence,probability,domain
50,50,0,0.49123192510665015
50,50,1,0.12263840533267614
50,51,0,0.2584308738998728
50,51,1,0.052359036029508275
50,500,0,0.019814455561820557
50,500,1,0.004699887299056931
50,501,0,0.018599776293662974
50,501,1,0.0044117716025630195
50,1000,0,0.006435762594720853
50,1000,1,0.003406245734004368
50,1001,0,0.005869349815338532
50,1001,1,0.003106461351802452
50,5000,0,0.001299775387532462
50,5000,1,0.002022356102614886
50,5001,0,0.0013091940497609571
50,5001,1,0.0020370108569816615
50,10000,0,0.00009197766926101315
50,10000,1,0.001091510135756693
50,10001,0,0.00008892627738979463
50,10001,1,0.001055298899025427
51,50,0,0.19052492046197753
51,50,1,0.038601042609378425
51,51,0,0.5639563812767687
51,51,1,0.14835570557819916
51,500,0,0.01540186965059615
51,500,1,0.00365324453789415
51,501,0,0.014457693733318237
51,501,1,0.003429290849747385
51,1000,0,0.005002548582614984
51,1000,1,0.002647690855262348
51,1001,0,0.004562273260930762
51,1001,1,0.0024146670427456366
51,5000,0,0.0010103215317407747
51,5000,1,0.0015719869255242
51,5001,0,0.0010176427022606349
51,5001,1,0.0015833781351294485
51,10000,0,0.0000714946756071056
51,10000,1,0.0008484359704347307
51,10001,0,0.00006912281433104054
51,10001,1,0.0008202888055387925
500,50,0,0.05991766568755959
500,50,1,0.0142121631894198
500,51,0,0.06317406056188352
500,51,1,0.01498456336275782
500,500,0,0.17187145014541028
500,500,1,0.37646838401677873
500,501,0,0.07093850729992944
500,501,1,0.152184166340836
500,1000,0,0.0044380663944442915
500,1000,1,0.01763251732262972
500,1001,0,0.004047471265341413
500,1001,1,0.01608067587459215
500,5000,0,0.0008963179394568413
500,5000,1,0.010468777591674838
500,5001,0,0.0009028129969891384
500,5001,1,0.010544638298860891
500,10000,0,0.00006342729349921275
500,10000,1,0.005650229865808943
500,10001,0,0.00006132307049212979
500,10001,1,0.005462781481635195
501,50,0,0.0493458770117484
501,50,1,0.011704589101868466
501,51,0,0.05202771815369129
501,51,1,0.0123407080747961
501,500,0,0.062237545273787796
501,500,1,0.13351801867701352
501,501,0,0.19242732879514968
501,501,1,0.42360244880365644
501,1000,0,0.003655020200756781
501,1000,1,0.014521460761624146
501,1001,0,0.0033333411269656863
501,1001,1,0.013243424036430192
501,5000,0,0.0007381728626494932
501,5000,1,0.008621681194923321
501,5001,0,0.000743521941364344
501,5001,1,0.008684157145611172
