utterance,meaning,valence,probability,affect_prior
10001,51,1,0.054674,0.40889
20,101,1,0.0054692,0.61265
50,101,1,0.0052467,0.61265
100,101,1,0.053764,0.61265
200,101,1,0.0063673,0.61265
500,101,1,0.0063673,0.61265
1000,101,1,0.0063673,0.61265
2000,101,1,0.0063673,0.61265
10000,101,1,0.0092091,0.61265
21,101,1,0.0016598,0.61265
51,101,1,0.0016202,0.61265
101,101,1,0.30834,0.61265
201,101,1,0.0032917,0.61265
501,101,1,0.0032917,0.61265
1001,101,1,0.0032917,0.61265
2001,101,1,0.0032917,0.61265
10001,101,1,0.0092086,0.61265
20,201,1,0.0017503,0.6814
50,201,1,0.0016791,0.6814
100,201,1,0.0019649,0.6814
200,201,1,0.025661,0.6814
500,201,1,0.0020377,0.6814
1000,201,1,0.0020377,0.6814
2000,201,1,0.0020377,0.6814
10000,201,1,0.0029472,0.6814
21,201,1,0.0005312,0.6814
51,201,1,0.00051852,0.6814
101,201,1,0.00076463,0.6814
201,201,1,0.20096,0.6814
501,201,1,0.0010534,0.6814
1001,201,1,0.0010534,0.6814
2001,201,1,0.0010534,0.6814
10001,201,1,0.0029471,0.6814
20,501,1,0.0017503,0.6814
50,501,1,0.0016791,0.6814
100,501,1,0.0019649,0.6814
200,501,1,0.0020377,0.6814
500,501,1,0.025661,0.6814
1000,501,1,0.0020377,0.6814
2000,501,1,0.0020377,0.6814
10000,501,1,0.0029472,0.6814
21,501,1,0.0005312,0.6814
51,501,1,0.00051852,0.6814
101,501,1,0.00076463,0.6814
201,501,1,0.0010534,0.6814
501,501,1,0.20096,0.6814
1001,501,1,0.0010534,0.6814
2001,501,1,0.0010534,0.6814
10001,501,1,0.0029471,0.6814
20,1001,1,0.0017503,0.6814
50,1001,1,0.0016791,0.6814
100,1001,1,0.0019649,0.6814
200,1001,1,0.0020377,0.6814
500,1001,1,0.0020377,0.6814
1000,1001,1,0.025661,0.6814
2000,1001,1,0.0020377,0.6814
10000,1001,1,0.0029472,0.6814
21,1001,1,0.0005312,0.6814
51,1001,1,0.00051852,0.6814
101,1001,1,0.00076463,0.6814
201,1001,1,0.0010534,0.6814
501,1001,1,0.0010534,0.6814
1001,1001,1,0.20096,0.6814
2001,1001,1,0.0010534,0.6814
10001,1001,1,0.0029471,0.6814
20,2001,1,0.0017503,0.6814
50,2001,1,0.0016791,0.6814
100,2001,1,0.0019649,0.6814
200,2001,1,0.0020377,0.6814
500,2001,1,0.0020377,0.6814
1000,2001,1,0.0020377,0.6814
2000,2001,1,0.025661,0.6814
10000,2001,1,0.0029472,0.6814
21,2001,1,0.0005312,0.6814
51,2001,1,0.00051852,0.6814
101,2001,1,0.00076463,0.6814
201,2001,1,0.0010534,0.6814
501,2001,1,0.0010534,0.6814
1001,2001,1,0.0010534,0.6814
2001,2001,1,0.20096,0.6814
10001,2001,1,0.0029471,0.6814
20,10001,1,6.0685e-08,0.6814
50,10001,1,5.8217e-08,0.6814
100,10001,1,6.8123e-08,0.6814
200,10001,1,7.065e-08,0.6814
500,10001,1,7.065e-08,0.6814
1000,10001,1,7.065e-08,0.6814
2000,10001,1,7.065e-08,0.6814
10000,10001,1,1.2867e-06,0.6814
21,10001,1,1.8417e-08,0.6814
51,10001,1,1.7978e-08,0.6814
101,10001,1,2.651e-08,0.6814
201,10001,1,3.6524e-08,0.6814
501,10001,1,3.6524e-08,0.6814
1001,10001,1,3.6524e-08,0.6814
2001,10001,1,3.6524e-08,0.6814
10001,10001,1,1.9492e-05,0.6814
20,20,2,0.10821,0.19004
50,20,2,0.0047941,0.19004
100,20,2,0.030002,0.19004
200,20,2,0.057925,0.19004
500,20,2,0.057925,0.19004
1000,20,2,0.057925,0.19004
2000,20,2,0.057925,0.19004
10000,20,2,0.083777,0.19004
21,20,2,0.0043198,0.19004
51,20,2,0.0015274,0.19004
101,20,2,0.011837,0.19004
201,20,2,0.029945,0.19004
501,20,2,0.029945,0.19004
1001,20,2,0.029945,0.19004
2001,20,2,0.029945,0.19004
10001,20,2,0.083773,0.19004
20,50,2,0.00071545,0.40284
50,50,2,0.22798,0.40284
100,50,2,0.035132,0.40284
200,50,2,0.06783,0.40284
500,50,2,0.06783,0.40284
1000,50,2,0.06783,0.40284
2000,50,2,0.06783,0.40284
10000,50,2,0.098103,0.40284
21,50,2,0.00023178,0.40284
51,50,2,0.010456,0.40284
101,50,2,0.013862,0.40284
201,50,2,0.035066,0.40284
501,50,2,0.035066,0.40284
1001,50,2,0.035066,0.40284
2001,50,2,0.035066,0.40284
10001,50,2,0.098098,0.40284
20,100,2,0.00027846,0.61001
50,100,2,0.002185,0.61001
100,100,2,0.25083,0.61001
200,100,2,0.0264,0.61001
500,100,2,0.0264,0.61001
1000,100,2,0.0264,0.61001
2000,100,2,0.0264,0.61001
10000,100,2,0.038183,0.61001
21,100,2,9.0209e-05,0.61001
51,100,2,0.00069614,0.61001
101,100,2,0.016995,0.61001
201,100,2,0.013648,0.61001
501,100,2,0.013648,0.61001
1001,100,2,0.013648,0.61001
2001,100,2,0.013648,0.61001
10001,100,2,0.038181,0.61001
20,200,2,0.00012102,0.6814
50,200,2,0.00094963,0.6814
100,200,2,0.0059429,0.6814
200,200,2,0.17123,0.6814
500,200,2,0.011474,0.6814
1000,200,2,0.011474,0.6814
2000,200,2,0.011474,0.6814
10000,200,2,0.016595,0.6814
21,200,2,3.9207e-05,0.6814
51,200,2,0.00030256,0.6814
101,200,2,0.0023448,0.6814
201,200,2,0.016225,0.6814
501,200,2,0.0059317,0.6814
1001,200,2,0.0059317,0.6814
2001,200,2,0.0059317,0.6814
10001,200,2,0.016594,0.6814
20,500,2,0.00012102,0.6814
50,500,2,0.00094963,0.6814
100,500,2,0.0059429,0.6814
200,500,2,0.011474,0.6814
500,500,2,0.17123,0.6814
1000,500,2,0.011474,0.6814
2000,500,2,0.011474,0.6814
10000,500,2,0.016595,0.6814
21,500,2,3.9207e-05,0.6814
51,500,2,0.00030256,0.6814
101,500,2,0.0023448,0.6814
201,500,2,0.0059317,0.6814
501,500,2,0.016225,0.6814
1001,500,2,0.0059317,0.6814
2001,500,2,0.0059317,0.6814
10001,500,2,0.016594,0.6814
20,1000,2,0.00012102,0.6814
50,1000,2,0.00094963,0.6814
100,1000,2,0.0059429,0.6814
200,1000,2,0.011474,0.6814
500,1000,2,0.011474,0.6814
1000,1000,2,0.17123,0.6814
2000,1000,2,0.011474,0.6814
10000,1000,2,0.016595,0.6814
21,1000,2,3.9207e-05,0.6814
51,1000,2,0.00030256,0.6814
101,1000,2,0.0023448,0.6814
201,1000,2,0.0059317,0.6814
501,1000,2,0.0059317,0.6814
1001,1000,2,0.016225,0.6814
2001,1000,2,0.0059317,0.6814
10001,1000,2,0.016594,0.6814
20,2000,2,0.00012102,0.6814
50,2000,2,0.00094963,0.6814
100,2000,2,0.0059429,0.6814
200,2000,2,0.011474,0.6814
500,2000,2,0.011474,0.6814
1000,2000,2,0.011474,0.6814
2000,2000,2,0.17123,0.6814
10000,2000,2,0.016595,0.6814
21,2000,2,3.9207e-05,0.6814
51,2000,2,0.00030256,0.6814
101,2000,2,0.0023448,0.6814
201,2000,2,0.0059317,0.6814
501,2000,2,0.0059317,0.6814
1001,2000,2,0.0059317,0.6814
2001,2000,2,0.016225,0.6814
10001,2000,2,0.016594,0.6814
20,10000,2,4.196e-09,0.6814
50,10000,2,3.2924e-08,0.6814
100,10000,2,2.0605e-07,0.6814
200,10000,2,3.9781e-07,0.6814
500,10000,2,3.9781e-07,0.6814
1000,10000,2,3.9781e-07,0.6814
2000,10000,2,3.9781e-07,0.6814
10000,10000,2,8.5862e-06,0.6814
21,10000,2,1.3593e-09,0.6814
51,10000,2,1.049e-08,0.6814
101,10000,2,8.1296e-08,0.6814
201,10000,2,2.0566e-07,0.6814
501,10000,2,2.0566e-07,0.6814
1001,10000,2,2.0566e-07,0.6814
2001,10000,2,2.0566e-07,0.6814
10001,10000,2,1.5737e-06,0.6814
20,21,2,0.036134,0.19824
50,21,2,0.005001,0.19824
100,21,2,0.031297,0.19824
200,21,2,0.060425,0.19824
500,21,2,0.060425,0.19824
1000,21,2,0.060425,0.19824
2000,21,2,0.060425,0.19824
10000,21,2,0.087393,0.19824
21,21,2,0.1788,0.19824
51,21,2,0.0015933,0.19824
101,21,2,0.012348,0.19824
201,21,2,0.031238,0.19824
501,21,2,0.031238,0.19824
1001,21,2,0.031238,0.19824
2001,21,2,0.031238,0.19824
10001,21,2,0.087389,0.19824
20,51,2,0.0007262,0.40889
50,51,2,0.077079,0.40889
100,51,2,0.03566,0.40889
200,51,2,0.068849,0.40889
500,51,2,0.068849,0.40889
1000,51,2,0.068849,0.40889
2000,51,2,0.068849,0.40889
10000,51,2,0.099577,0.40889
21,51,2,0.00023526,0.40889
51,51,2,0.36725,0.40889
101,51,2,0.01407,0.40889
201,51,2,0.035593,0.40889
501,51,2,0.035593,0.40889
1001,51,2,0.035593,0.40889
2001,51,2,0.035593,0.40889
10001,51,2,0.099572,0.40889
20,101,2,0.00027966,0.61265
50,101,2,0.0021944,0.61265
100,101,2,0.089057,0.61265
200,101,2,0.026514,0.61265
500,101,2,0.026514,0.61265
1000,101,2,0.026514,0.61265
2000,101,2,0.026514,0.61265
10000,101,2,0.038347,0.61265
21,101,2,9.0598e-05,0.61265
51,101,2,0.00069914,0.61265
101,101,2,0.48932,0.61265
201,101,2,0.013707,0.61265
501,101,2,0.013707,0.61265
1001,101,2,0.013707,0.61265
2001,101,2,0.013707,0.61265
10001,101,2,0.038346,0.61265
20,201,2,0.00012102,0.6814
50,201,2,0.00094963,0.6814
100,201,2,0.0059429,0.6814
200,201,2,0.061996,0.6814
500,201,2,0.011474,0.6814
1000,201,2,0.011474,0.6814
2000,201,2,0.011474,0.6814
10000,201,2,0.016595,0.6814
21,201,2,3.9207e-05,0.6814
51,201,2,0.00030256,0.6814
101,201,2,0.0023448,0.6814
201,201,2,0.43348,0.6814
501,201,2,0.0059317,0.6814
1001,201,2,0.0059317,0.6814
2001,201,2,0.0059317,0.6814
10001,201,2,0.016594,0.6814
20,501,2,0.00012102,0.6814
50,501,2,0.00094963,0.6814
100,501,2,0.0059429,0.6814
200,501,2,0.011474,0.6814
500,501,2,0.061996,0.6814
1000,501,2,0.011474,0.6814
2000,501,2,0.011474,0.6814
10000,501,2,0.016595,0.6814
21,501,2,3.9207e-05,0.6814
51,501,2,0.00030256,0.6814
101,501,2,0.0023448,0.6814
201,501,2,0.0059317,0.6814
501,501,2,0.43348,0.6814
1001,501,2,0.0059317,0.6814
2001,501,2,0.0059317,0.6814
10001,501,2,0.016594,0.6814
20,1001,2,0.00012102,0.6814
50,1001,2,0.00094963,0.6814
100,1001,2,0.0059429,0.6814
200,1001,2,0.011474,0.6814
500,1001,2,0.011474,0.6814
1000,1001,2,0.061996,0.6814
2000,1001,2,0.011474,0.6814
10000,1001,2,0.016595,0.6814
21,1001,2,3.9207e-05,0.6814
51,1001,2,0.00030256,0.6814
101,1001,2,0.0023448,0.6814
201,1001,2,0.0059317,0.6814
501,1001,2,0.0059317,0.6814
1001,1001,2,0.43348,0.6814
2001,1001,2,0.0059317,0.6814
10001,1001,2,0.016594,0.6814
20,2001,2,0.00012102,0.6814
50,2001,2,0.00094963,0.6814
100,2001,2,0.0059429,0.6814
200,2001,2,0.011474,0.6814
500,2001,2,0.011474,0.6814
1000,2001,2,0.011474,0.6814
2000,2001,2,0.061996,0.6814
10000,2001,2,0.016595,0.6814
21,2001,2,3.9207e-05,0.6814
51,2001,2,0.00030256,0.6814
101,2001,2,0.0023448,0.6814
201,2001,2,0.0059317,0.6814
501,2001,2,0.0059317,0.6814
1001,2001,2,0.0059317,0.6814
2001,2001,2,0.43348,0.6814
10001,2001,2,0.016594,0.6814
20,10001,2,4.196e-09,0.6814
50,10001,2,3.2924e-08,0.6814
100,10001,2,2.0605e-07,0.6814
200,10001,2,3.9781e-07,0.6814
500,10001,2,3.9781e-07,0.6814
1000,10001,2,3.9781e-07,0.6814
2000,10001,2,3.9781e-07,0.6814
10000,10001,2,3.1088e-06,0.6814
21,10001,2,1.3593e-09,0.6814
51,10001,2,1.049e-08,0.6814
101,10001,2,8.1296e-08,0.6814
201,10001,2,2.0566e-07,0.6814
501,10001,2,2.0566e-07,0.6814
1001,10001,2,2.0566e-07,0.6814
2001,10001,2,2.0566e-07,0.6814
10001,10001,2,4.2045e-05,0.6814
