utterance,meaning,valence,probability
50,50,0,0.5146326886107516
50,50,1,0.13150025898958806
50,51,0,0.23683798165539946
50,51,1,0.04798423743850209
50,500,0,0.018158881684857762
50,500,1,0.0043071936611867746
50,501,0,0.017045693535594448
50,501,1,0.00404315113789563
50,1000,0,0.005898029907748395
50,1000,1,0.003121640818257921
50,1001,0,0.005378943091887884
50,1001,1,0.0028469045727734883
50,5000,0,0.0011911741609782341
50,5000,1,0.0018533804816113538
50,5001,0,0.0011998058577969172
50,5001,1,0.001866810774956364
50,10000,0,0.00008429258167345067
50,10000,1,0.0010003102710134562
50,10001,0,0.00008149614531461579
50,10001,1,0.0009671246222120615
51,50,0,0.22013158938225036
51,50,1,0.04459946153401082
51,51,0,0.5317361664230634
51,51,1,0.1358705833232661
51,500,0,0.017795247138395195
51,500,1,0.004220941410597017
51,501,0,0.016704350762095102
51,501,1,0.0039621863815949
51,1000,0,0.005779920903694737
51,1000,1,0.003059129455341072
51,1001,0,0.005271228885384867
51,1001,1,0.0027898948476643725
51,5000,0,0.0011673207055010477
51,5000,1,0.0018162662373230993
51,5001,0,0.0011757795511930845
51,5001,1,0.0018294275868689194
51,10000,0,0.00008260460907475568
51,10000,1,0.0009802788958420904
51,10001,0,0.00007986417180687276
51,10001,1,0.0009477577950321629
500,50,0,0.055033145639126556
500,50,1,0.013053580069838491
500,51,0,0.05802407746734001
500,51,1,0.013763013769286235
500,500,0,0.18313176316467733
500,500,1,0.402027648492691
500,501,0,0.06515556236814192
500,501,1,0.13977803197268418
500,1000,0,0.00407627285607484
500,1000,1,0.016195105110748294
500,1001,0,0.003717519250119274
500,1001,1,0.014769770604827842
500,5000,0,0.0008232496232130724
500,5000,1,0.009615357261587805
500,5001,0,0.0008292152001928768
500,5001,1,0.00968503376348337
500,10000,0,0.000058256666720621894
500,10000,1,0.0051896201150601175
500,10001,0,0.00005632398109481932
500,10001,1,0.0050174526230912985
501,50,0,0.05629922645378509
501,50,1,0.01335388794970066
501,51,0,0.05935896702192563
501,51,1,0.014079642729575695
501,500,0,0.07100746541524552
501,500,1,0.15233210197821062
501,501,0,0.1758601114868754
501,501,1,0.3860642515692649
501,1000,0,0.004170050720277472
501,1000,1,0.016567686245880058
501,1001,0,0.003803043705355093
501,1001,1,0.015109560798219695
501,5000,0,0.0008421891285151996
501,5000,1,0.009836566120605473
501,5001,0,0.0008482919482870484
501,5001,1,0.009907845585247543
501,10000,0,0.00005959690717397696
501,10000,1,0.005309011408920167
501,10001,0,0.000057619758594745545
501,10001,1,0.005132883068339877
1000,50,0,0.044535175078291245
1000,50,1,0.023571060599407775
1000,51,0,0.046955565028198386
1000,51,1,0.024852096501549504
1000,500,0,0.0101560353090619
1000,500,1,0.040350110295881654
1000,501,0,0.009533443106207528
1000,501,1,0.03787654031605752
1000,1000,0,0.08622968536522437
1000,1000,1,0.44112775445254676
1000,1001,0,0.028219114763446698
1000,1001,1,0.15188134598439793
1000,5000,0,0.000666208803388208
1000,5000,1,0.01736260608088075
1000,5001,0,0.0006710364034127612
1000,5001,1,0.017488422066974096
1000,10000,0,0.00004714378619920257
1000,10000,1,0.009370980954307731
1000,10001,0,0.000045579774334774
1000,10001,1,0.009060095330231178
1001,50,0,0.04586680359102736
1001,50,1,0.0242758494840237
1001,51,0,0.04835956465575715
1001,51,1,0.02559518912989456
1001,500,0,0.010459706871374772
1001,500,1,0.041556602855248266
1001,501,0,0.009818498787305816
1001,501,1,0.03900907164573116
1001,1000,0,0.03186755311561443
1001,1000,1,0.17151802602604557
1001,1001,0,0.08099199417840673
1001,1001,1,0.41433314257415843
1001,5000,0,0.0006861288471843298
1001,5000,1,0.017881758442403133
1001,5001,0,0.0006911007953523332
1001,5001,1,0.018011336402130696
1001,10000,0,0.00004855341375294708
1001,10000,1,0.009651178919379767
1001,10001,0,0.000046942636993370586
1001,10001,1,0.009330997628215515
5000,50,0,0.02582014313622047
5000,50,1,0.04017426744866819
5000,51,0,0.027223411784928098
5000,51,1,0.04235765154913925
5000,500,0,0.005888161097727707
5000,500,1,0.06877230304395968
5000,501,0,0.005527201030434059
5000,501,1,0.06455637642057517
5000,1000,0,0.0019124828752531571
5000,1000,1,0.04984276195477036
5000,1001,0,0.0017441648670994988
5000,1001,1,0.045456090303138776
5000,5000,0,0.025775891869906184
5000,5000,1,0.4002972923513466
5000,5001,0,0.008913588928208723
5000,5001,1,0.1542707207180398
5000,10000,0,0.00002733253670849807
5000,10000,1,0.015971801248697026
5000,10001,0,0.000026425770087836973
5000,10001,1,0.015441931065090985
5001,50,0,0.025770830677412714
5001,50,1,0.040097540844239915
5001,51,0,0.027171419301185138
5001,51,1,0.04227675502055727
5001,500,0,0.005876915625537517
