utterance,meaning,valence,probability
4,10,1,0.025833
5,10,1,0.00024092
6,10,1,6.2479e-05
7,10,1,1.8985e-05
8,10,1,1.5651e-05
9,10,1,3.8748e-05
10,10,1,0.19752
11,10,1,9.0873e-06
12,10,1,4.39e-06
1,11,1,0.00036143
2,11,1,0.0003075
3,11,1,0.00050801
4,11,1,0.00015536
5,11,1,0.0062649
6,11,1,1.2496e-05
7,11,1,3.797e-06
8,11,1,3.1303e-06
9,11,1,7.7495e-06
10,11,1,2.9643e-06
11,11,1,0.096878
12,11,1,8.78e-07
1,12,1,9.0357e-05
2,12,1,7.6874e-05
3,12,1,0.000127
4,12,1,3.884e-05
5,12,1,1.2046e-05
6,12,1,0.0016153
7,12,1,9.4926e-07
8,12,1,7.8257e-07
9,12,1,1.9374e-06
10,12,1,7.4106e-07
11,12,1,4.5436e-07
12,12,1,0.0468
1,1,2,0.093543
2,1,2,0.0040016
3,1,2,0.014875
4,1,2,0.072784
5,1,2,0.11428
6,1,2,0.13208
7,1,2,0.00013141
8,1,2,4.0735e-05
9,1,2,0.00022691
10,1,2,0.0013887
11,1,2,0.0043104
12,1,2,0.0092805
1,2,2,0.00090289
2,2,2,0.19723
3,2,2,0.020305
4,2,2,0.099356
5,2,2,0.156
6,2,2,0.1803
7,2,2,9.4854e-06
8,2,2,0.00030461
9,2,2,0.00030975
10,2,2,0.0018957
11,2,2,0.0058841
12,2,2,0.012669
1,3,2,0.00031496
2,3,2,0.0019055
3,3,2,0.16623
4,3,2,0.034659
5,3,2,0.054418
6,3,2,0.062897
7,3,2,3.3089e-06
8,3,2,1.9398e-05
9,3,2,0.0004177
10,3,2,0.00066129
11,3,2,0.0020526
12,3,2,0.0044193
1,4,2,0.00020997
2,4,2,0.0012703
3,4,2,0.0047221
4,4,2,0.2259
5,4,2,0.036279
6,4,2,0.041931
7,4,2,2.2059e-06
8,4,2,1.2932e-05
9,4,2,7.2034e-05
10,4,2,0.00093438
11,4,2,0.0013684
12,4,2,0.0029462
1,5,2,9.4488e-05
2,5,2,0.00057166
3,5,2,0.002125
4,5,2,0.010398
5,5,2,0.12954
6,5,2,0.018869
7,5,2,9.9266e-07
8,5,2,5.8194e-06
9,5,2,3.2415e-05
10,5,2,0.00019839
11,5,2,0.0011604
12,5,2,0.0013258
1,6,2,4.9869e-05
2,6,2,0.00030171
3,6,2,0.0011215
4,6,2,0.0054877
5,6,2,0.0086162
6,6,2,0.071941
7,6,2,5.239e-07
8,6,2,3.0713e-06
9,6,2,1.7108e-05
10,6,2,0.0001047
11,6,2,0.00032499
12,6,2,0.0012552
1,7,2,0.046564
2,7,2,0.0040016
3,7,2,0.014875
4,7,2,0.072784
5,7,2,0.11428
6,7,2,0.13208
7,7,2,0.19924
8,7,2,4.0735e-05
9,7,2,0.00022691
10,7,2,0.0013887
11,7,2,0.0043104
12,7,2,0.0092805
1,8,2,0.00090289
2,8,2,0.10024
3,8,2,0.020305
4,8,2,0.099356
5,8,2,0.156
6,8,2,0.1803
7,8,2,9.4854e-06
8,8,2,0.39865
9,8,2,0.00030975
10,8,2,0.0018957
11,8,2,0.0058841
12,8,2,0.012669
1,9,2,0.00031496
2,9,2,0.0019055
3,9,2,0.085736
4,9,2,0.034659
5,9,2,0.054418
6,9,2,0.062897
7,9,2,3.3089e-06
8,9,2,1.9398e-05
9,9,2,0.4958
10,9,2,0.00066129
11,9,2,0.0020526
12,9,2,0.0044193
1,10,2,0.00020997
2,10,2,0.0012703
3,10,2,0.0047221
4,10,2,0.12333
5,10,2,0.036279
6,10,2,0.041931
7,10,2,2.2059e-06
8,10,2,1.2932e-05
9,10,2,7.2034e-05
10,10,2,0.79047
11,10,2,0.0013684
12,10,2,0.0029462
1,11,2,9.4488e-05
2,11,2,0.00057166
3,11,2,0.002125
4,11,2,0.010398
5,11,2,0.072276
6,11,2,0.018869
7,11,2,9.9266e-07
8,11,2,5.8194e-06
9,11,2,3.2415e-05
10,11,2,0.00019839
11,11,2,0.8725
12,11,2,0.0013258
1,12,2,4.9869e-05
2,12,2,0.00030171
3,12,2,0.0011215
4,12,2,0.0054877
5,12,2,0.0086162
6,12,2,0.040591
7,12,2,5.239e-07
8,12,2,3.0713e-06
9,12,2,1.7108e-05
10,12,2,0.0001047
11,12,2,0.00032499
12,12,2,0.8899
