utterance,meaning,valence,probability
1,1,1,0.46261
2,1,1,0.077489
3,1,1,0.12802
4,1,1,0.039151
5,1,1,0.012142
6,1,1,0.003149
7,1,1,0.0014547
8,1,1,0.00078883
9,1,1,0.0019529
10,1,1,0.00074699
11,1,1,0.000458
12,1,1,0.00022125
1,2,1,0.046624
2,2,1,0.32732
3,2,1,0.065534
4,2,1,0.020042
5,2,1,0.0062158
6,2,1,0.001612
7,2,1,0.00048982
8,2,1,0.0007773
9,2,1,0.00099969
10,2,1,0.00038239
11,2,1,0.00023445
12,2,1,0.00011326
1,3,1,0.010843
2,3,1,0.0092249
3,3,1,0.17439
4,3,1,0.0046608
5,3,1,0.0014455
6,3,1,0.00037488
7,3,1,0.00011391
8,3,1,9.3908e-05
9,3,1,0.00054214
10,3,1,8.8928e-05
11,3,1,5.4524e-05
12,3,1,2.634e-05
1,4,1,0.0018071
2,4,1,0.0015375
3,4,1,0.0025401
4,4,1,0.051476
5,4,1,0.00024092
6,4,1,6.2479e-05
7,4,1,1.8985e-05
8,4,1,1.5651e-05
9,4,1,3.8748e-05
10,4,1,0.0001382
11,4,1,9.0873e-06
12,4,1,4.39e-06
1,5,1,0.00036143
2,5,1,0.0003075
3,5,1,0.00050801
4,5,1,0.00015536
5,5,1,0.012627
6,5,1,1.2496e-05
7,5,1,3.797e-06
8,5,1,3.1303e-06
9,5,1,7.7495e-06
10,5,1,2.9643e-06
11,5,1,6.2335e-05
12,5,1,8.78e-07
1,6,1,9.0357e-05
2,6,1,7.6874e-05
3,6,1,0.000127
4,6,1,3.884e-05
5,6,1,1.2046e-05
6,6,1,0.0032653
7,6,1,9.4926e-07
8,6,1,7.8257e-07
9,6,1,1.9374e-06
10,6,1,7.4106e-07
11,6,1,4.5436e-07
12,6,1,2.9455e-05
1,7,1,0.27469
2,7,1,0.077489
3,7,1,0.12802
4,7,1,0.039151
5,7,1,0.012142
6,7,1,0.003149
7,7,1,0.79789
8,7,1,0.00078883
9,7,1,0.0019529
10,7,1,0.00074699
11,7,1,0.000458
12,7,1,0.00022125
1,8,1,0.046624
2,8,1,0.18183
3,8,1,0.065534
4,8,1,0.020042
5,8,1,0.0062158
6,8,1,0.001612
7,8,1,0.00048982
8,8,1,0.5983
9,8,1,0.00099969
10,8,1,0.00038239
11,8,1,0.00023445
12,8,1,0.00011326
1,9,1,0.010843
2,9,1,0.0092249
3,9,1,0.093893
4,9,1,0.0046608
5,9,1,0.0014455
6,9,1,0.00037488
7,9,1,0.00011391
8,9,1,9.3908e-05
9,9,1,0.49592
10,9,1,8.8928e-05
11,9,1,5.4524e-05
12,9,1,2.634e-05
1,10,1,0.0018071
2,10,1,0.0015375
3,10,1,0.0025401
