utterance,meaning,valence,probability,affect_prior
10000,51,2,0.20804,0.31731
51,51,2,0.20955,0.31731
501,51,2,0.057008,0.31731
1001,51,2,0.11238,0.31731
5001,51,2,0.16802,0.31731
10001,51,2,0.19025,0.31731
50,501,2,0.001768,0.79196
500,501,2,0.11264,0.79196
1000,501,2,0.04096,0.79196
5000,501,2,0.06077,0.79196
10000,501,2,0.072225,0.79196
51,501,2,0.0016077,0.79196
501,501,2,0.36878,0.79196
1001,501,2,0.039016,0.79196
5001,501,2,0.05833,0.79196
10001,501,2,0.066049,0.79196
50,1001,2,0.00078422,0.89333
500,1001,2,0.0095393,0.89333
1000,1001,2,0.085917,0.89333
5000,1001,2,0.026958,0.89333
10000,1001,2,0.032039,0.89333
51,1001,2,0.00071313,0.89333
501,1001,2,0.0087625,0.89333
1001,1001,2,0.28905,0.89333
5001,1001,2,0.025875,0.89333
10001,1001,2,0.029299,0.89333
50,5001,2,0.00043992,0.95242
500,5001,2,0.0053511,0.95242
1000,5001,2,0.010192,0.95242
5000,5001,2,0.068337,0.95242
10000,5001,2,0.017973,0.95242
51,5001,2,0.00040004,0.95242
501,5001,2,0.0049154,0.95242
1001,5001,2,0.0097084,0.95242
5001,5001,2,0.22786,0.95242
10001,5001,2,0.016436,0.95242
50,10001,2,0.00049271,0.98636
500,10001,2,0.0059933,0.98636
1000,10001,2,0.011415,0.98636
5000,10001,2,0.016937,0.98636
10000,10001,2,0.091459,0.98636
51,10001,2,0.00044804,0.98636
501,10001,2,0.0055052,0.98636
1001,10001,2,0.010873,0.98636
5001,10001,2,0.016257,0.98636
10001,10001,2,0.27605,0.98636
