utterance,meaning,valence,probability,affect_prior
51,51,2,0.29066,0.375
501,51,2,0.061651,0.375
1001,51,2,0.20152,0.375
5001,51,2,0.20152,0.375
10001,51,2,0.24351,0.375
50,501,2,0.0017612,0.74442
500,501,2,0.088656,0.74442
1000,501,2,0.082448,0.74442
5000,501,2,0.082448,0.74442
10000,501,2,0.095512,0.74442
51,501,2,0.0014158,0.74442
501,501,2,0.50773,0.74442
1001,501,2,0.078749,0.74442
5001,501,2,0.078749,0.74442
10001,501,2,0.095156,0.74442
50,1001,2,0.00017049,0.79135
500,1001,2,0.002809,0.79135
1000,1001,2,0.022486,0.79135
5000,1001,2,0.0079814,0.79135
10000,1001,2,0.009246,0.79135
51,1001,2,0.00013706,0.79135
501,1001,2,0.0023322,0.79135
1001,1001,2,0.14302,0.79135
5001,1001,2,0.0076233,0.79135
10001,1001,2,0.0092115,0.79135
50,5001,2,0.00017049,0.79135
500,5001,2,0.002809,0.79135
1000,5001,2,0.0079814,0.79135
5000,5001,2,0.022486,0.79135
10000,5001,2,0.009246,0.79135
51,5001,2,0.00013706,0.79135
501,5001,2,0.0023322,0.79135
1001,5001,2,0.0076233,0.79135
5001,5001,2,0.14302,0.79135
10001,5001,2,0.0092115,0.79135
50,10001,2,1.1724e-05,0.79135
500,10001,2,0.00019317,0.79135
1000,10001,2,0.00054886,0.79135
5000,10001,2,0.00054886,0.79135
10000,10001,2,0.0017913,0.79135
51,10001,2,9.4251e-06,0.79135
501,10001,2,0.00016038,0.79135
1001,10001,2,0.00052423,0.79135
5001,10001,2,0.00052423,0.79135
10001,10001,2,0.011884,0.79135
