utterance,meaning,valence,probability
1,12,1,9.1538e-05
2,12,1,7.7912e-05
3,12,1,0.00012814
4,12,1,3.9116e-05
5,12,1,1.2088e-05
6,12,1,0.0011546
7,12,1,2.9634e-05
8,12,1,2.4676e-05
9,12,1,5.2821e-05
10,12,1,1.8334e-05
11,12,1,7.7466e-06
12,12,1,0.014612
1,1,2,0.1055
2,1,2,0.0040556
3,1,2,0.015007
4,1,2,0.0733
5,1,2,0.11468
6,1,2,0.13232
7,1,2,0.0044468
8,1,2,0.0012845
9,1,2,0.0061865
10,1,2,0.034357
11,1,2,0.07349
12,1,2,0.10256
1,2,2,0.00091469
2,2,2,0.22207
3,2,2,0.020486
4,2,2,0.10006
5,2,2,0.15655
6,2,2,0.18063
7,2,2,0.00029612
8,2,2,0.010301
9,2,2,0.008445
10,2,2,0.0469
11,2,2,0.10032
12,2,2,0.14
1,3,2,0.00031908
2,3,2,0.0019312
3,3,2,0.18603
4,3,2,0.034905
5,3,2,0.054609
6,3,2,0.063011
7,3,2,0.0001033
8,3,2,0.00061166
9,3,2,0.012137
10,3,2,0.01636
11,3,2,0.034995
12,3,2,0.048838
1,4,2,0.00021272
2,4,2,0.0012875
3,4,2,0.0047642
4,4,2,0.2508
5,4,2,0.036406
6,4,2,0.042007
7,4,2,6.8865e-05
8,4,2,0.00040777
9,4,2,0.001964
10,4,2,0.024199
11,4,2,0.02333
12,4,2,0.032558
1,5,2,9.5723e-05
2,5,2,0.00057937
3,5,2,0.0021439
4,5,2,0.010471
5,5,2,0.14295
6,5,2,0.018903
7,5,2,3.0989e-05
8,5,2,0.0001835
9,5,2,0.00088378
10,5,2,0.0049081
11,5,2,0.020608
12,5,2,0.014651
1,6,2,5.0521e-05
2,6,2,0.00030578
3,6,2,0.0011315
4,6,2,0.0055266
5,6,2,0.0086464
6,6,2,0.079156
7,6,2,1.6355e-05
8,6,2,9.6846e-05
9,6,2,0.00046644
10,6,2,0.0025904
11,6,2,0.0055409
12,6,2,0.014415
1,7,2,0.033823
2,7,2,0.0040556
3,7,2,0.015007
4,7,2,0.0733
5,7,2,0.11468
6,7,2,0.13232
7,7,2,0.17591
8,7,2,0.0012845
9,7,2,0.0061865
10,7,2,0.034357
11,7,2,0.07349
12,7,2,0.10256
1,8,2,0.00091469
2,8,2,0.074016
3,8,2,0.020486
4,8,2,0.10006
5,8,2,0.15655
6,8,2,0.18063
7,8,2,0.00029612
8,8,2,0.35679
9,8,2,0.008445
10,8,2,0.0469
11,8,2,0.10032
12,8,2,0.14
1,9,2,0.00031908
2,9,2,0.0019312
3,9,2,0.06372
4,9,2,0.034905
5,9,2,0.054609
6,9,2,0.063011
7,9,2,0.0001033
8,9,2,0.00061166
9,9,2,0.3847
10,9,2,0.01636
11,9,2,0.034995
12,9,2,0.048838
1,10,2,0.00021272
2,10,2,0.0012875
3,10,2,0.0047642
4,10,2,0.095228
5,10,2,0.036406
6,10,2,0.042007
7,10,2,6.8865e-05
8,10,2,0.00040777
9,10,2,0.001964
10,10,2,0.56302
11,10,2,0.02333
12,10,2,0.032558
1,11,2,9.5723e-05
2,11,2,0.00057937
3,11,2,0.0021439
4,11,2,0.010471
5,11,2,0.056411
6,11,2,0.018903
7,11,2,3.0989e-05
8,11,2,0.0001835
9,11,2,0.00088378
10,11,2,0.0049081
11,11,2,0.4304
12,11,2,0.014651
1,12,2,5.0521e-05
2,12,2,0.00030578
3,12,2,0.0011315
4,12,2,0.0055266
5,12,2,0.0086464
6,12,2,0.031855
7,12,2,1.6355e-05
8,12,2,9.6846e-05
9,12,2,0.00046644
10,12,2,0.0025904
11,12,2,0.0055409
12,12,2,0.28531
