utterance,meaning,valence,probability
1,1,1,0.5116
2,1,1,0.078536
3,1,1,0.12916
4,1,1,0.039429
5,1,1,0.012185
6,1,1,0.0031547
7,1,1,0.046791
8,1,1,0.024874
9,1,1,0.053244
10,1,1,0.018481
11,1,1,0.0078086
12,1,1,0.0024451
1,2,1,0.047234
2,2,1,0.36501
3,2,1,0.066118
4,2,1,0.020184
5,2,1,0.0062376
6,2,1,0.0016149
7,2,1,0.015291
8,2,1,0.025554
9,2,1,0.027256
10,2,1,0.0094604
11,2,1,0.0039972
12,2,1,0.0012517
1,3,1,0.010985
2,3,1,0.0093495
3,3,1,0.19426
4,3,1,0.0046939
5,3,1,0.0014506
6,3,1,0.00037556
7,3,1,0.0035561
8,3,1,0.0029611
9,3,1,0.01553
10,3,1,0.0022001
11,3,1,0.00092959
12,3,1,0.00029108
1,4,1,0.0018308
2,4,1,0.0015582
3,4,1,0.0025627
4,4,1,0.057666
5,4,1,0.00024177
6,4,1,6.2593e-05
7,4,1,0.00059269
8,4,1,0.00049352
9,4,1,0.0010564
10,4,1,0.0036897
11,4,1,0.00015493
12,4,1,4.8514e-05
1,5,1,0.00036615
2,5,1,0.00031165
3,5,1,0.00051254
4,5,1,0.00015646
5,5,1,0.014112
6,5,1,1.2519e-05
7,5,1,0.00011854
8,5,1,9.8705e-05
9,5,1,0.00021129
10,5,1,7.3337e-05
11,5,1,0.0011542
12,5,1,9.7027e-06
1,6,1,9.1538e-05
2,6,1,7.7912e-05
3,6,1,0.00012814
4,6,1,3.9116e-05
5,6,1,1.2088e-05
6,6,1,0.0036441
7,6,1,2.9634e-05
8,6,1,2.4676e-05
9,6,1,5.2821e-05
10,6,1,1.8334e-05
11,6,1,7.7466e-06
12,6,1,0.00035415
1,7,1,0.22488
2,7,1,0.078536
3,7,1,0.12916
4,7,1,0.039429
5,7,1,0.012185
6,7,1,0.0031547
7,7,1,0.73264
8,7,1,0.024874
9,7,1,0.053244
10,7,1,0.018481
11,7,1,0.0078086
12,7,1,0.0024451
1,8,1,0.047234
2,8,1,0.14292
3,8,1,0.066118
4,8,1,0.020184
5,8,1,0.0062376
6,8,1,0.0016149
7,8,1,0.015291
8,8,1,0.54528
9,8,1,0.027256
10,8,1,0.0094604
11,8,1,0.0039972
12,8,1,0.0012517
1,9,1,0.010985
2,9,1,0.0093495
3,9,1,0.07195
4,9,1,0.0046939
5,9,1,0.0014506
6,9,1,0.00037556
7,9,1,0.0035561
8,9,1,0.0029611
9,9,1,0.3881
10,9,1,0.0022001
11,9,1,0.00092959
12,9,1,0.00029108
1,10,1,0.0018308
2,10,1,0.0015582
3,10,1,0.0025627
4,10,1,0.018772
5,10,1,0.00024177
6,10,1,6.2593e-05
7,10,1,0.00059269
8,10,1,0.00049352
9,10,1,0.0010564
10,10,1,0.13839
11,10,1,0.00015493
12,10,1,4.8514e-05
1,11,1,0.00036615
2,11,1,0.00031165
3,11,1,0.00051254
4,11,1,0.00015646
5,11,1,0.0044959
6,11,1,1.2519e-05
7,11,1,0.00011854
8,11,1,9.8705e-05
9,11,1,0.00021129
10,11,1,7.3337e-05
11,11,1,0.046687
12,11,1,9.7027e-06
