"","price","prob"
"1",10,0.0875
"2",16.58,0.1171875
"3",23.16,0.282142857142857
"4",29.74,0.2578125
"5",36.32,0.355357142857143
"6",42.89,0.3359375
"7",49.47,0.482142857142857
"8",56.05,0.35625
"9",62.63,0.591071428571429
"10",69.21,0.4515625
"11",75.79,0.666071428571429
"12",82.37,0.5546875
"13",88.95,0.630357142857143
"14",95.53,0.625
"15",102.11,0.723214285714286
"16",108.68,0.6953125
"17",115.26,0.769642857142857
"18",121.84,0.6859375
"19",128.42,0.7625
"20",135,0.6703125
